t,conf,xyxy
13390,0.6567521,"[203,98,267,150]"
13400,0.680635,"[202,102,265,154]"
13410,0.7111796,"[203,106,266,158]"
13420,0.6832539,"[203,107,266,158]"
13430,0.58606124,"[209,109,271,161]"
13440,0.65165204,"[211,111,273,162]"
13450,0.6219307,"[215,109,276,161]"
13460,0.675201,"[210,82,277,137]"
13470,0.6385635,"[210,89,276,143]"
13480,0.5585917,"[210,91,275,143]"
13490,0.6515077,"[203,98,267,150]"
13500,0.7015583,"[194,98,260,150]"
13510,0.69594973,"[191,98,257,150]"
13520,0.6763874,"[191,99,257,151]"
13530,0.7133215,"[198,103,264,155]"
13540,0.7070639,"[210,114,274,167]"
13550,0.6984203,"[203,119,271,175]"
13560,0.6813439,"[188,117,264,179]"
13570,0.5815369,"[175,104,254,170]"
13580,0.54985505,"[190,108,261,167]"
13590,0.61691135,"[207,114,272,168]"
13600,0.5236467,"[206,114,270,167]"
13610,0.6130481,"[94,78,138,121]"
13620,0.7090715,"[204,111,269,165]"
13630,0.6356328,"[199,110,264,162]"
13640,0.58046466,"[172,107,237,159]"
13650,0.57700515,"[155,108,221,160]"
13660,0.6416401,"[144,101,211,152]"
13670,0.6716322,"[140,98,209,151]"
13680,0.6887864,"[139,98,208,151]"
13690,0.68444675,"[138,98,207,151]"
13700,0.6795454,"[138,97,209,151]"
13710,0.65721965,"[137,98,208,153]"
13720,0.72798985,"[136,99,207,153]"
13730,0.6581146,"[137,97,207,151]"
13740,0.68284017,"[139,96,209,150]"
13750,0.5835466,"[160,103,227,155]"
13760,0.5960409,"[226,128,282,177]"
13770,0.60813296,"[154,103,195,146]"
13780,0.55742717,"[110,97,155,144]"
13790,0.5915738,"[62,108,106,155]"
13800,0.5798872,"[169,141,231,192]"
13810,0.51082957,"[126,120,168,162]"
13820,0.5163123,"[222,142,262,185]"
13830,0.4193033,"[299,191,345,239]"
13840,0.45434076,"[48,194,120,258]"
13850,0.37632236,"[363,186,412,239]"
13860,0.42442045,"[205,135,249,176]"
13870,0.53141105,"[170,142,214,181]"
13880,0.41258228,"[69,168,306,310]"
13890,0.4137628,"[76,114,118,159]"
13900,0.6609946,"[64,104,104,145]"
13910,0.7049067,"[66,94,107,136]"
13920,0.72438884,"[67,99,109,143]"
13930,0.7073293,"[71,100,113,144]"
13940,0.520249,"[76,102,118,144]"
13950,0.52644616,"[193,122,253,170]"
13960,0.67457116,"[201,119,262,170]"
13970,0.6607905,"[210,103,275,156]"
13980,0.60713387,"[209,101,275,155]"
13990,0.64669967,"[210,86,280,144]"
14000,0.5817341,"[209,73,283,134]"
14010,0.69199485,"[207,69,282,130]"
14020,0.6469497,"[208,73,283,135]"
14030,0.59602773,"[208,72,282,133]"
14040,0.6318752,"[195,30,276,91]"
14050,0.6218681,"[189,1,275,61]"
14060,0.6612814,"[201,13,284,75]"
14070,0.5034752,"[213,0,299,63]"
14080,0.4979141,"[217,0,305,51]"
14090,0.62755454,"[211,2,296,65]"
14100,0.7077516,"[207,24,287,85]"
14110,0.689653,"[205,40,279,96]"
14120,0.6999378,"[201,52,272,107]"
14130,0.688793,"[197,71,266,125]"
14140,0.57419324,"[191,75,259,128]"
14150,0.6824552,"[198,82,265,134]"
14160,0.67068,"[195,81,262,134]"
14170,0.66163427,"[182,83,250,134]"
14180,0.69086087,"[170,85,238,136]"
14190,0.5773328,"[160,84,228,135]"
14200,0.67735606,"[171,90,239,141]"
14210,0.68369293,"[185,97,251,148]"
14220,0.65443665,"[194,97,258,148]"
14230,0.6254707,"[200,97,266,150]"
14240,0.7001393,"[203,97,270,151]"
14250,0.6538331,"[200,95,267,150]"
14260,0.65953296,"[201,98,267,153]"
14270,0.63615054,"[202,94,270,148]"
14280,0.6667559,"[201,92,270,147]"
14290,0.6544921,"[196,91,265,147]"
14300,0.6452565,"[199,94,268,149]"
14310,0.6433462,"[199,95,267,150]"
14320,0.70163816,"[196,94,263,147]"
14330,0.66408354,"[201,100,266,152]"
14340,0.6227632,"[205,94,270,144]"
14350,0.65901446,"[197,91,262,141]"
14360,0.6784572,"[196,92,261,142]"
14370,0.61839134,"[194,94,259,144]"
14380,0.60489106,"[199,93,263,143]"
14390,0.6740229,"[218,96,280,147]"
14400,0.629311,"[125,60,167,103]"
